name,comment,label_gus,label_le,label_ren,label_lif,label_sum
lokigodofwisdom,"Menurut analisa Syaikh Imran Hosein, kalo biden menang maka hubungan AS-Rusia akan semakin bersitegang, sedangkan kalo trump menang maka akan ada skenario civil war (perang saudara) di U.S, karena zionis israel memerlukan perang dunia ketiga untuk menyambut dajjal the antichrist, the fake messiah",Netral,Netral,,,Netral
maria.ardilla,Yesss trplh juga jagoankuh,Positif,Positif,,,Positif
yudialfiansya,Kalau saya biarin aja Amerika siapa pun presiden nya inti nya Indonesia kalau saya saya gak minta bansos saya cuma minta Indonesia pejabat nya gk ada yang kurup itu aja,Netral,Netral,,,Netral
mahfuzahb,Semoga peraturan COPA untuk youtube anak dicabut..peratutan ini sangat sangat merugikan bagi youtube anak..sehingga channel anak tidak lagi bersemangat untuk berkreasi😭,Positif,Positif,,,Positif
herrisaragih,Saya berharap lawannya di angkat menjadi Mentri. 😂🤣,Netral,Netral,,,Netral
srihastutiesh2,"Jika biden menang, akankah benar membawa perubahan pada dunia islam... Atau sebaliknya??? Waallohu A'lam bisshowaabb",Netral,Netral,,,Netral
ikalzalika28,"mau gmn pn ttap aja trump tdak akn jd presiden lagi. Slmt biden kami tak btuh dia pro islam. kmi btuh presiden mnjunjung tggi toleransi agama,Suku dn Ras",Positif,Positif,,,Positif
ahandayani769,Presiden tertu ke 46 di Amerika yaa👏,Positif,Positif,,,Positif
matthewtj,Padahal cara ini sdh gagal di indonesia...kok masi niru aja ini Pak D😬,Netral,Netral,,,Netral
medina.tea.official,Love Biden,Positif,Positif,,,Positif
rifkyputrak,"Gausah mikirin negara orang, negara sendiri aja gadipikirin😱",Netral,Netral,,,Netral
c_amiraa,😍,Positif,Positif,,,Positif
nelyfitria,Laju politik di Amerika sangat berpengaruh di hampir seluruh belahan dunia. Semoga joe biden membawa perubahan baik untuk prdamaian dunia. Tunggu hasil sampai final dulu 🤔,Positif,Positif,,,Positif
tupperware.lol,"smoga membawa kedamaian di amerika dan dunia ya pak. smoga muslim di amerika jg lbh diperhatikan dan ditoleransi. negara jd aman, ky amannya kamu pkai produk tupperware asli dan bergaransi ❤️",Positif,Positif,,,Positif
ahmad_bahrulmunir,Amerika makin mundur. Tdk punya figur muda yg kompeten unt memimpin bangsa,Negatif,Negatif,,,Negatif
pakde_wit,"Selamat Joe Biden, kapan nih syukurannya",Positif,Positif,,,Positif
jamalshiddiq91,Ngitung suara pas dini hari ?? No. Tengah malem ? Yess,Netral,Netral,,,Netral
ratnadamayantisynergy,👏👏👏🙏❤️,Positif,Positif,,,Positif
rinieohoimas,Semoga tidak ada lagi Invasi ke Irak dan negara2 di Timur Tengah lainnya 😇,Positif,Positif,,,Positif
denksofyan,👍👍👍❤️❤️❤️👏👏👏,Positif,Positif,,,Positif
cfw1976,Semoga,Netral,Netral,,,Netral
armanmazni1,"Semoga aja joe biden lebih fair terhadap negara-negara islam, terutama Palestina..🙏",Positif,Positif,,,Positif
yustan_yusuf_01,Trump bakalan jadi menhannya bidden🤣,Netral,Netral,,,Netral
martabak.kokotian,"Rindu Martabak enak bosqu??Pilih yang pasti enak..pasti puass..pasti diskon 😊,,order deh Martabak Koko Tian depok di Grabfood (kode promo MENANG35G/MENANG45G) atau di Gofood. Bosqu gak bakal nyesel dan pasti nagihhh😊😊🙏🙏",Netral,Netral,,,Netral
anggi_sinaga066,Sama dengan pilpres 2019 kemaren🤣,Netral,Netral,,,Netral
robir43,😍👏,Positif,Positif,,,Positif
mishary_rosyad,Mantaaappp pak Joe,Positif,Positif,,,Positif
bang_soel_l9,Joe biden...👍👍👍,Positif,Positif,,,Positif
suriyatimalarangeng,Semoga membawa kedamauan,Positif,Positif,,,Positif
eunikes.tubulau,Kok mirip Indonesia...nyontek merekakah❓,Netral,Netral,,,Netral
haniffarsyad,@fikraarsyadd_,Netral,Netral,,,Netral
rahmawatizunita,Selalu yg kalah menuduh ada kecurangan..#lom siap bertarung,Netral,Netral,,,Netral
idhamzuliah,Jika Trump minta bantuan ketua KPU pasti bisa menang tuh😁😁.,Netral,Netral,,,Netral
memeycloud,"Dari kampanye jg perstasi yg di bawa oleh mr. joe biden..sepertinya cukup untuk membuktikan bahwa beliau pantas menjadi presiden AS..semoga ya mr. Joe biden menepati janji""nya❤️",Positif,Positif,,,Positif
ramadhanmaman,Pertarungan ada kalah ada menang.,Netral,Netral,,,Netral
aliya_tamani,Congratulation Mr. Joe Biden,Positif,Positif,,,Positif
budipriyanto95,Jadi inget hastag #inaelectionobserversos :v,Netral,Netral,,,Netral
risnazralivhianuddin,@mfrnando kata kamu mendingan trump:v,Netral,Netral,,,Netral
rizky_adisudibyo,Serasa kyk di indo,Netral,Netral,,,Netral
ratu_ali,"Awal nya baik pro islam setelah jadi presiden, Islam bakal diserang lagi",Negatif,Negatif,,,Negatif
umar.r.779,Great,Positif,Positif,,,Positif
haro.mainstore,👏👏,Positif,Positif,,,Positif
d_darkness08,Hampir sama,Netral,Netral,,,Netral
him_111988,Klo pilpres AS Indonesia sangat sibuk klo indonesia pilpres AS gk sibuk.😁,Netral,Netral,,,Netral
ghiefary01,"Kok bisa ya, yg petahana nuduh penantangnya yg curang. Kan dia sendiri pdhl pemimpin birokrasinya. Ya kalau memang bisa curang brrti Trump juga yg salah. Kok bisa dia dicurangin lembaga di negara yg dia pimpin....",Positif,Positif,,,Positif
muhammadelmahbub180,Mungkin DT itu belajar dari politik pilpres 2019 😅. Canda yh kak 😊,Netral,Netral,,,Netral
lukas_pranowo,@lukas_pranowo Move On,Netral,Netral,,,Netral
lukas_pranowo,"Politik ya politik ,agama masalah privat .jangan dicampur aduk dengan keyakinan atau agama apapun.kita semua sudah muak terutama dengan agama haus amis darah pengaruh gorok leher ,yang selalu sibuk menghubungkan dan cocoklogi mau triump mau Biden itu urusan negeri mereka .satu yang mesti diingat :",Netral,Netral,,,Netral
mikratmic,Yg penting jadi pemimpin yg takut akan Tuhan,Positif,Positif,,,Positif
hendrickmahendra,Lah k manang lo inyiak pedopil,Netral,Netral,,,Netral
mr_rohman12,"ingin menegakan hukum di negara nya, bagaimana keadilan di PBB kususnya negara PALESTINA yang terjajah ??",Negatif,Negatif,,,Negatif
br7gaming_,"Gak penting2 amat di berita,,",Netral,Netral,,,Netral
akumillaa_,Andai diterapkan pula di indonesia ya mba nana 💕,Positif,Positif,,,Positif
steeffan_william,😊😊😊🔥,Positif,Positif,,,Positif
steeffan_william,The new American,Positif,Positif,,,Positif
dian_elisl,Si Jamblang gak terima kalah 😚😚,Positif,Positif,,,Positif
pinkkymickey,Joe bidan jadi presiden amrik yankk @nickenwijaya0197,Positif,Positif,,,Positif
asihroi,@azis_puyank ajis ngkene😁,Netral,Netral,,,Netral
maxbro.v1210,"Hopefully, all of his promises will never be accomplished. Murica will always be the same",Positif,Positif,,,Positif
zafafilms.id,Mantap jiwaaa kak 😉,Positif,Positif,,,Positif
wahyumedsos,Pilpres AS rasa Indonesia😂😂...,Netral,Netral,,,Netral
tsalista_14,@ainun_hartina12,Netral,Netral,,,Netral
iwan.datuk.121,👍👍👍,Positif,Positif,,,Positif
rizahusnimasyitah,"Jika niat nya naik,insyaallah akan berjalan dengan baik juga",Positif,Positif,,,Positif
ardysyahptra_,@najwasalsabola mau jawab sih dek tadinya tapi ya sudahlah ini bukan sesuatu yg di perdebatkan wkwk,Netral,Netral,,,Netral
najwasalsabola,"@ardysyahptra_ iya kak lain kali lebih bijak lagi karena kita gabisa menggeneralisasi segala sesuatu hanya dari apa yg berdampak di diri kita, masih banyak org lain haha.",Netral,Netral,,,Netral
ardysyahptra_,"@najwasalsabola yowes sampun dek rasah di teruske,intinya kita gak sejalan😂😂😂",Netral,Netral,,,Netral
lascamareta,Pinter ya warga AS ga biarin 2periode ga buang hak pilih secara sia sia gak kayak negara gue,Netral,Netral,,,Netral
najwasalsabola,"@najwasalsabola dan ya kalo membaca kata kata kakak juga ""siapapun yangmenang gak akan ngaruh di hidup 'kita' apalagi 'negara lain',"" sementara kakak sendiri jg menyetujui kalo ini berpengaruh bagi negara hehe",Netral,Netral,,,Netral
dniellengkong,"@intaanars semoga ngga janji manis yaa, aminn",Positif,Positif,,,Positif
kukangjantan,Captain America pensiun dari Avenger malah jadi Presiden.,Netral,Netral,,,Netral
najwasalsabola,"@ardysyahptra_ berdampak dong kak, ingat semuanya bukan tentang hidup kakak doang, banyak org yg indo kerja di perusahaan yang asalnya dr amerika, terus masalah kekuatan rupiah di mata uang dollar itu juga langsung berdampak ke kehidupan kita kan? Kalo dolar menguat, rupiah melemah harga harga barang jadi mahal kan? itu masih contoh kecil, masih ada banyak lagi. Jadi kurang tepat rasanya kalo bilang ""urus wajan sendiri,"" sementara pilpres ini berpengaruh bagi kehidupan org banyak.",Positif,Positif,,,Positif
intaanars,@dniellengkong hmmmm kita liat janji2 manisnya,Positif,Positif,,,Positif
dreamforlife.official,"Mantap joe biden...keren bo, perjuangan sampai Final 😊👍👍👏👏👏💪💪💪",Positif,Positif,,,Positif
dniellengkong,@intaanars liat deh beberapa tahun kedepan di masa kepemimpinannya joe biden. 🙈,Positif,Positif,,,Positif
sam.i.an197710,"Trump...kalo mau bantuan demo, kadrun siap bantu......?😆😆",Netral,Netral,,,Netral
prastyofungky,Klo pke KPU +62 donald trims bsa menang tuch😂🤣😂,Netral,Netral,,,Netral
sumarsonohariii,👏👏👏,Positif,Positif,,,Positif
gadiselmira,@findio17,Netral,Netral,,,Netral
nailurokhmah,Selamat uncle bidenn,Positif,Positif,,,Positif
ardysyahptra_,@najwasalsabola itu kan bagi negara dek bukan bukan di kehidupan diri sendiri wkwk kalo untuk negara sih kk tau juga wkwk😂😂,Netral,Netral,,,Netral
dedkyai,tetap kawal 19 detik,Netral,Netral,,,Netral
najwasalsabola,"@ardysyahptra_ ngaruh dong kak, amerika serikat kan negara adidaya negara yang berpengaruh di dunia, kebijakan kebijakan pemerintahannya pasti sangat berpengaruh terutama untuk negara berkembang kayak kita, baik dari sektor perekonomian maupun pertahanan. Bukan cuma indonesia, tapi hampir seluruh dunia, so hasil pemilunya pasti jadi perbincangan karena kandidat yang akan menang punya kebijakan yang pastinya membawa dampak tertentu bagi negara-negara lain. Coba googling lagi deh hhe",Positif,Positif,,,Positif
hendrikiswara,@alfyasidi ahahahhahahhahahhahah nyang lagi viril iti dik hahaha,Netral,Netral,,,Netral
tmyoulthomr,😮😢aduuuuh ngapain sih si donald bebek.klw pingin exist jadi model aja deh.bikin kriting sama kram otak dunia aja,Netral,Netral,,,Netral
sunshamegaaa,Feeling like indonesian politics,Netral,Netral,,,Netral
emilhamfs,Warga Amerika pun ga mau 2 Periode. Eh kita???,Netral,Netral,,,Netral
iyankchan23,Wahh AS mah lebih pro dari DPR ngehitung suara aja dini hari🤣,Netral,Netral,,,Netral
budi_sean,@blesstradingcommunity hmmm jadi merasa tersindir 🤔😅😂,Netral,Netral,,,Netral
tinas.6,"Penusukan Ulama emang siapa yang berbuat?? Emang sengaja mereka bikin framing seolah olah pemerintah benci Ulama, padahal pemerintah siapa yang sebelumnya membantai umat Islam, ingat Peristiwa Tanjung Priuk? Hari Santri Nasional siapa yang menetapkan? Sudah jelas Jokowi, orang meninggal petugas KPPS kenapa pemerintah yang disalahkan kan penyelenggara nya KPU.",Netral,Netral,,,Netral
pf_handimas,🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩,Netral,Netral,,,Netral
nurayapasaribu,"Selamat buat yg terpilih, jadilah pemimpin yang baik",Positif,Positif,,,Positif
budakmedia_muba,kami @budakmedia_muba mendukung mr. semoga menjadi yg lebih baik,Positif,Positif,,,Positif
ryrysyari,Seru baca komen nya,Netral,Netral,,,Netral
dens_basi,Ternyata dinegara adidaya pun yg kalah tetap teriak curang..so...apalgi di indonesia..🤣🤣🤣,Netral,Netral,,,Netral
wahyuningsih1730,Bang joe bidien,Netral,Netral,,,Netral
jkt48.igit,"Ya... Menurut saya sih yang di kutip dari seorang ilmuwan fisika Albert Einstein nah kamu tau siapa below ya betul... - Albert Einstein adalah fisikawan teoretis kelahiran Jerman yang mengembangkan teori relativitas, satu dari dua pilar utama fisika modern. Karya-karyanya juga dikenal karena berpengaruh terhadap filsafat ilmu. Dan kamu tau apa itu teori relativitas ya... - Teori relativitas adalah teori relativitas umum dan relativitas khusus yang diciptakan Albert Einstein. Kedua teori ini diciptakan untuk menjelaskan bahwa gelombang elektromagnetik tidak sesuai dengan teori gerakan Newton. - Nah... Relativitas umum adalah sebuah teori geometri mengenai gravitasi yang diperkenalkan oleh Albert Einstein pada 1916. Teori ini merupakan penjelasan gravitasi termutakhir dalam fisika modern. Ia menyatukan teori Einstein sebelumnya, relativitas khusus, dengan hukum gravitasi Newton. - Dan juga... relativitas khusus atau teori relativitas khusus adalah teori fisika mengenai hubungan antara ruang dan waktu yang diterbitkan pada 1905 oleh Albert Einstein. Einstein memberikan dua postulat: hukum-hukum fisika berlaku invarian dalam semua kerangka acuan inersia - Rumus-rumus Teori Relativitas Einstein Teori relativitas khusus mengacu pada dua konsep: Hukum fisika berlaku untuk setiap objek dalam semua kerangka acuan yang bergerak dengan kecepatan tetap terhadap yang lain; artinya bentuk persamaan fisika akan selalu sama walaupun diamati dalam keadaan bergerak. Kelajuan cahaya dalam ruang hampa selalu sama untuk semua pengamat dan tidak tergantung pada gerak sumber cahaya maupun pengamatnya (cahaya melaju secepat c = 300.000.000 m/s). - Teori Relativitas Umum Teori relativitas umum merupakan teori gravitasi. Pada pernyataan Newton, gravitasi merupakan gaya yang tidak tampak yang menarik objek satu sama lain; namun pada relativitas umum, gravitasi merupakan kelengkungan ruang-waktu yang diakibatkan oleh massa suatu benda. Semakin berat suatu benda, semakin besar lengkungan ruang-waktu yang ditimbulkan. Kelengkungan ini berefek pada waktu, semakin besar gravitasi maka waktu akan berjalan semakin lambat di lengkungan ruang-waktu tersebut. SEMOGA MENEMPATI JANJI PADA DUNIA.",Netral,Netral,,,Netral
ajax_676,Arsenal kalah ni kak,Netral,Netral,,,Netral
titosimon,Joe Biden bakal terus diteror barisan sakit hati seperti di indonesia gak ya ?,Netral,Netral,,,Netral
mrzlf__,@ridwanalwih mudah mudahan kopid na enggal beres nya aamiin,Netral,Netral,,,Netral
iifskyland,Andai calon presiden indonesia prestasi nya seperti ini.,Netral,Netral,,,Netral
whydwrhmn,gw di pihak trump,Negatif,Negatif,,,Negatif
ridwanalwih,@mrzlf__ kmha tah?,Netral,Netral,,,Netral
mhmdrzky.t,Globalis vs nasionalis,Netral,Netral,,,Netral
oka_kesumanata_md,Pilpres AMERIKA rasa Indonesia . . .,Netral,Netral,,,Netral
irma_yeonita,"Coba TVOne yg hitung, mana tau Trump jadi menang",Netral,Netral,,,Netral
ryankingg2,😂😂😂😂,Netral,Netral,,,Netral
queennumma,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,Positif,Positif,,,Positif
queennumma,❤️❤️❤️❤️❤️❤️❤️❤️❤️,Positif,Positif,,,Positif
umaimahricky,Trump bisa menang mutlak jika sewa kpu id.or gugat ke mk id,Netral,Netral,,,Netral
crpscolo,"kalo trump kalah trs gak terima dan menguncang2 dunia, malah jd pemicu perang dunia ke 3 lagi nantii😭",Netral,Netral,,,Netral
difa_lastri,Kata nya presiden terbaik kok bisa klah ya Donal trum 😃😃,Positif,Positif,,,Positif
annisanrzz,@dakwahmahasiswi,Netral,Netral,,,Netral
havidz_abdee,siapapun presiden amerika gw tetap cinta istri @erna_andikasari,Netral,Netral,,,Netral
putu_gedeputrayasaa,Trump : suka perang dagang. Joe Biden : perang sesungguhnya,Negatif,Negatif,,,Negatif
dewisetyorini86,❤️,Positif,Positif,,,Positif
bangbam.woyowoyo45,"Klo presiden baik pst trpilih lg,tp klo sdh terpilih lg biasanya...",Positif,Positif,,,Positif
grtrhmdnt,@fidelaarshianaa presiden as oneng😒,Netral,Netral,,,Netral
henrykatoe,A,Netral,Netral,,,Netral
elv1ra.z,"Ini baru jujur perhitungan suaranya pertahanan bisa dikalahkan, beda sama yg disini",Positif,Positif,,,Positif
vickyharyadi,@bgfahrii_23 🤣🤣🤣,Netral,Netral,,,Netral
bgfahrii_23,@vickyharyadi bang kuping ada disini toh 😁,Netral,Netral,,,Netral
khoirul_muji,Kok dramanya mirip +62 pakai acara ke MK lagi 🔥 @realdonaldtrump vs @joebiden,Netral,Netral,,,Netral
kskskskskmaksnsmsmksksksjs,@rifky_0118 ini Rifky siapa anjim,Netral,Netral,,,Netral
khairul_ula78,"Tak lama lagi Trump akan diwawancara reporter kursi kosong, tentang kecurangan...pemilu,. .... Amerika harus bangga kalau Trump bisa datang 😂😂😂",Netral,Netral,,,Netral
idhayy.twoseven,"KATE MATI AE SEK LEREN NYALONNO PRESIDEN, NANG OMAH TENGOK"" KARO NGOMBE KOPI LAK ENAK",Netral,Netral,,,Netral
mmt_munawar,Yaa mau dibilang rasis lhh dia rela jadi wakil org kulit hitam...dukungan Invasi di irak yg lmyn mmbingungkan.. Dia baw bawa muslim dikampanyenya..,Positif,Positif,,,Positif
wawan_jiswan,@najwashihab 👍❤❤,Positif,Positif,,,Positif
anchaxhermawan,Oiaaaaaa Pak JOE.....plisss banget ini mah..plissss..JANGAN INVASI LG KE IRAQ atau Negara muslim lainnya lagi yaa...plis Pak JOe..PLISSSSS BANGET INI MAH!! *,Negatif,Negatif,,,Negatif
anchaxhermawan,Trump ud sembuh ya dr corona?,Netral,Netral,,,Netral
anchaxhermawan,Kaya di Indo ya..psti ada yg blg curanglah atau apalah..but gw sng bkn Trump yg keplih..sykurlah.smga lbh baik ya bapak JOE BIDEN dan Bu Kamala Harris👏🔥,Positif,Positif,,,Positif
naomixkimkim,Invasi ke Irak membuat Banyak ratusan ribu tenaga sipil Yang tewas.. mon maap tenaga Sipil mana ya.. America apa Irak . Pencerahan please,Netral,Netral,,,Netral
kennykenny481,hampir sama dgn yg kemaren .ada joged nya juga..ada team pengacaranya juga.ada massa nya juga .,Netral,Netral,,,Netral
yunessirita,❤️😍😍😍,Positif,Positif,,,Positif
kiputking,"Trump wlopun gitu tpi jiwa nasionalisnya tinggi, yah kita liat saja gmna juga kepemimpinan Biden kedepannya kyk gmna",Negatif,Negatif,,,Negatif
ferdiyanhamdi4,Ujung² nya jadi menhan dah,Netral,Netral,,,Netral
ki.ayu,Welcome to war era.. 😌,Negatif,Negatif,,,Negatif
tornagogositumorang,Presiden beragama Katolik kedua di USA.,Positif,Positif,,,Positif
krishnaalwi,Kembali ke alam waras!!!,Positif,Positif,,,Positif
achmad_johntico.alqongidhi,😂,Netral,Netral,,,Netral
whyuuyy,Undanggg,Netral,Netral,,,Netral
amr_lies,"Komentar mbak Nana rame,banyak notif ya😁",Netral,Netral,,,Netral
maria.priscilla.idi.ratnawati,"Uwong ki nek ora ana rasa Syukur-e, mesthi ra trimo nek kalah.....",Netral,Netral,,,Netral
geest.tock,🤗,Positif,Positif,,,Positif
ardiano21,Apakah manusia ini pobia islam,Negatif,Negatif,,,Negatif
nuriwidiantoro,"Gua perhatiin kenpa tiap pemilihan presiden calon"" nya tua semua ya gak ada yg muda gitu, rata"" di atas umur 40 tahun semua seperti nya seasia ini malahan, disana kota suara di jaga ketat oleh aparat klo di Indonesia hay kidah 😍😋",Netral,Netral,,,Netral
octaviani.okky,Smga jd presiden yg lebih baik dari sebelumnya🙏,Positif,Positif,,,Positif
suwardidudi,WoW,Netral,Netral,,,Netral
hlnsyg,Kocak wkwkwkwk,Netral,Netral,,,Netral
siti.imamah.948,Kerrrrreeeeennnn👏😍,Positif,Positif,,,Positif
julestandi,"I am here for the comments and not dissapointed 🤣...Penganut teori konspirasi banyak bgt yang komen semaunya...😁 Yaaa bebas aja sih, tapi...😄",Netral,Netral,,,Netral
apriafirdaus,Smga indonesia mengesahkan pemilihan eletroral.... Udh ga ush nyoblos2 lagi tkt ada kata curang....,Netral,Netral,,,Netral
tifanika.nadyan,@guplam_ @umihanifah0505,Netral,Netral,,,Netral
